S/N,MTANDAO,GENDER,MARITAL_STATUS,DEPENDENTS,AGE,UNIVERSITY,DEGREE,EARNINGS,REGISTRATION,LOAN_BOARD,PAST_FREQUENCY,FUTURE_FREQUENCY,PROBLEM_SOLVING,EXCEPTIONAL_SERVICE_EXPERIENCE,VALUE_FOR_MONEY,PRICE_COMPARISON,WIDE_COVERAGE,CALL_DROPS,STRONG_SIGNALS,FREE_COMPLAINTS,SHARE_NEGATIVE_EXPERIENCE,HIGH_SWITCHING_COST,REDUCE_TRANSACTIONS,USUALLY_SWITCH_PROVIDERS,GET_THROUGH,DO_WHAT_THEY_SAY,TIMELY_EFFECTIVE_COMPLAINTS,HIGH_SWITCHING_ENERGY_TIME,FUTURE_TRANSACTIONS,LOYAL,FIRST_CHOICE
1244,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2017,0.85,3,3,SD,D,A,A,F,SD,SD,F,SD,F,F,F,F,A,F,F,A,F,F
1245,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,33,29,SA,SA,SD,A,SA,F,F,F,SA,F,SA,F,F,F,F,F,F,SA,SA
1246,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,0.99,18,180,D,D,D,F,A,D,SA,A,F,D,D,D,A,F,F,F,A,A,A
1247,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,6,3,D,D,D,D,D,F,F,D,D,F,F,F,F,F,F,F,F,A,A
1248,AIRTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,12,6,D,SA,F,D,,SD,D,A,D,F,D,SD,D,F,SA,SA,F,A,SA
1249,TIGO,MALE,MARRIED,3 TO 4,18-35,UDOM,BACHELOR,BELOW 450000,2008,0,12,6,D,D,A,D,SA,A,D,A,SA,D,SA,SA,A,A,A,SA,SD,SD,SD
1250,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2021,1,15,20,A,F,A,SA,A,F,A,A,D,D,D,D,F,A,A,SA,D,A,A
1251,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,0.5,7,8,A,A,A,A,SA,A,A,A,SA,A,A,A,SA,A,A,A,SA,A,SA
1252,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,20,31,A,D,A,SD,A,SA,A,SD,SD,SD,A,A,SA,SA,A,SA,SA,A,SA
1253,VODA,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,0.5,24,15,F,A,D,A,SA,SA,SA,SA,F,D,D,A,A,A,F,A,SA,SA,SA
1254,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2017,1,9,9,F,D,SD,F,SA,,A,F,F,F,D,A,SA,SD,F,SA,F,SA,F
1255,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,129,45,SA,SD,SA,SD,F,SD,F,A,F,D,SD,D,F,A,F,A,SA,SA,SA
1256,VODA,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,27,27,F,F,SA,SA,A,SD,F,SD,SA,F,A,D,A,F,F,SA,SA,SA,SA
1257,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,9,6,SD,D,F,F,A,D,A,F,F,D,F,D,F,F,F,A,A,A,A
1258,VODA,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2018,0,43,5,D,SA,SA,F,SA,SA,A,SD,SA,F,F,D,F,D,F,F,F,SA,SA
1259,TIGO,MALE,SINGLE,3 TO 4,18-35,UDOM,BACHELOR,450000-1000000,2022,1,16,18,A,A,D,D,F,SD,F,F,F,F,F,F,D,F,F,F,F,F,F
1260,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2023,0,30,12,SD,SD,SD,D,A,SD,SD,SD,A,A,D,SA,A,A,SA,SA,,A,D
1261,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,0,21,14,F,SD,SD,F,A,SA,SA,A,A,SD,A,SD,D,SA,SA,SA,F,SA,SA
1262,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,23,30,F,F,F,SA,SA,SA,A,A,F,F,A,F,F,SA,F,A,A,A,A
1263,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2019,1,9,10,A,A,F,F,A,D,F,A,F,F,F,D,F,F,F,F,F,F,F
1264,AIRTEL,MALE,SINGLE,MORE THAN 4,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,27,28,D,D,D,D,D,F,D,D,F,D,F,D,F,D,D,D,D,D,D
1265,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2023,0.7,76,83,D,D,D,A,A,F,D,F,F,F,A,A,F,F,A,A,F,F,F
1266,TIGO,MALE,MARRIED,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2009,0,6,6,D,D,A,SD,A,A,D,D,A,A,D,A,A,A,D,A,SA,SA,SA
1267,HALOTEL,MALE,SINGLE,3 TO 4,18-35,UDOM,BACHELOR,BELOW 450000,2022,0.2,39,35,F,SA,SD,SD,SA,A,SD,A,A,F,D,D,F,F,A,A,A,F,SA
1268,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,58,66,F,F,D,F,F,A,D,D,A,A,A,A,A,SA,D,F,F,F,F
1269,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,0,13,16,SA,SA,A,A,F,F,F,SA,SD,SA,SD,SA,SA,SA,SA,SA,SA,SA,SA
1270,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,27,21,SD,A,A,A,SA,SD,SA,A,F,F,A,A,A,A,F,A,A,A,F
1271,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2019,1,18,23,A,A,A,SA,SA,D,A,A,A,A,D,F,D,SA,SA,SA,SA,SA,SA
1272,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2019,0,13,12,A,F,F,F,SA,D,SA,A,SA,F,D,A,F,A,A,SA,SA,SA,SA
1273,AIRTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,0.49,19,18,D,A,SD,F,D,SA,SD,F,A,SA,SA,SA,SA,SD,SD,SA,SD,SD,SD
1274,HALOTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,450000-1000000,2015,0.9,12,12,D,D,SD,A,SD,D,D,F,A,SA,D,SA,F,SA,F,SA,F,SA,SA
1275,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,81,63,SD,F,F,F,D,SD,SD,F,F,A,A,SA,F,SA,A,SA,F,F,D
1276,HALOTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2019,0.6,17,17,SD,D,D,D,D,F,D,,D,F,A,F,A,F,F,F,A,F,A
1277,VODA,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,0.8,12,11,SD,SD,D,SA,SD,D,SD,A,,D,F,A,A,A,F,F,A,F,SD
1278,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2021,1,16,3,SD,SD,SD,SD,D,F,F,SD,F,SD,D,SD,SA,A,F,SA,F,F,F
1279,VODA,MALE,MARRIED,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2021,1,54,30,SD,SD,D,F,A,A,F,A,A,A,F,SA,D,A,A,F,D,A,A
1280,TTCL,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2021,0.1,5,3,A,SA,SD,SA,SD,F,D,F,A,F,A,SA,D,F,F,SA,SD,A,SD
1281,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,0.1,12,11,SD,D,D,F,SD,D,F,D,A,D,D,A,D,A,F,D,A,A,A
1282,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,450000-1000000,2016,1,5,11,SD,A,SD,A,F,F,F,,D,F,,A,F,F,F,F,F,F,F
1283,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,120,9,SD,SD,SD,SA,D,A,F,D,A,A,D,D,A,A,D,F,D,A,A
1284,HALOTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,12,9,D,SD,D,D,F,F,D,F,F,D,F,D,A,A,A,A,A,A,A
1285,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,10,6,SD,SD,SD,A,D,A,F,A,D,A,D,D,A,A,A,F,F,A,F
1286,HALOTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,0.5,3,3,SD,F,F,D,F,D,F,F,A,F,D,F,F,F,A,F,F,F,A
1287,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2019,1,24,12,SD,F,SD,D,SA,A,F,D,A,A,D,D,A,A,D,F,D,A,A
1288,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,450000-1000000,2020,1,12,12,SD,SD,SD,SA,D,A,F,D,A,A,D,D,A,D,A,A,D,A,A
1289,VODA,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,0.75,18,14,A,F,SD,SA,D,F,F,A,A,F,A,A,F,F,F,D,D,SA,F
1290,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2018,1,15,9,D,F,SA,SA,D,F,F,SD,A,F,A,A,D,D,D,SA,D,F,D
1291,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2022,1,10,13,SD,SA,D,F,D,SD,SD,F,A,F,F,F,D,A,F,F,A,F,F
1292,HALOTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,15,16,F,SA,SD,F,D,SD,F,F,F,F,F,F,F,F,F,A,F,F,F
1293,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,450000-1000000,2013,1,3,5,A,A,D,D,F,F,SA,F,A,D,A,SD,F,A,F,SA,SA,SA,SA
1294,TIGO,FEMALE,MARRIED,3 TO 4,18-35,UDOM,BACHELOR,450000-1000000,2014,0,9,4,SD,SD,A,A,D,D,SD,A,F,F,D,D,A,A,A,A,A,A,A
1295,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2015,1,12,12,D,F,D,F,F,D,F,F,D,D,F,D,F,D,F,F,F,F,F
1296,TIGO,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,12,12,D,F,D,F,F,D,F,F,F,F,F,F,F,F,F,F,F,F,F
1297,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2018,1,44,12,F,F,SD,SD,A,A,F,D,A,F,D,A,D,SA,D,A,F,F,F
1298,AIRTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,10,7,SD,SA,SD,SA,SA,SA,SA,SA,F,SD,SD,SD,SA,SA,SA,SA,F,SA,SA
1299,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2021,1,24,23,SD,A,SD,SA,D,F,A,F,D,F,F,A,A,A,F,F,A,A,F
1300,AIRTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2021,1,15,20,SD,F,F,A,F,,A,F,A,D,D,D,A,A,F,SA,F,F,SA
1301,AIRTEL,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,4,10,SD,F,A,D,SD,A,SA,D,SA,D,D,A,SD,D,F,A,D,A,A
1302,VODA,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,450000-1000000,2009,0,15,15,SD,D,F,A,D,SD,A,SD,A,F,F,A,D,A,A,A,F,SA,SA
1303,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2023,1,24,30,F,A,F,F,D,F,F,F,F,F,A,A,F,A,F,A,A,F,F
1304,VODA,FEMALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,450000-1000000,2022,0.95,14,14,SD,F,D,SD,SA,D,D,D,A,D,A,D,A,A,D,F,D,SA,D
1305,VODA,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2019,1,11,9,SA,F,F,SA,D,F,D,,A,A,A,A,A,A,A,A,A,A,A
1306,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,36,36,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
1307,HALOTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,16,15,SD,SD,D,F,D,F,D,F,F,D,SD,D,A,A,A,SA,F,A,F
1308,TIGO,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2020,1,8,3,SD,D,F,F,A,F,F,F,F,D,SD,D,D,F,F,A,A,SA,D
1309,AIRTEL,MALE,SINGLE,0 TO 2,18-35,UDOM,BACHELOR,BELOW 450000,2019,1,11,9,SD,SD,SD,F,D,D,A,F,F,F,F,F,F,F,D,A,A,A,SA
